training time (min:sec),HR,State
- 0:36,90.0,
- 0:35,88.0,
- 0:34,87.0,
- 0:33,87.0,
- 0:32,87.0,
- 0:31,86.0,
- 0:30,84.0,
- 0:29,84.0,
- 0:28,83.0,
- 0:27,85.0,
- 0:26,85.0,
- 0:25,86.0,
- 0:24,86.0,
- 0:23,87.0,
- 0:22,86.0,
- 0:21,86.0,
- 0:20,86.0,
- 0:19,98.0,
- 0:18,109.0,
- 0:17,109.0,
- 0:16,109.0,
- 0:15,109.0,
- 0:14,109.0,
- 0:13,53.0,
- 0:12,49.0,
- 0:11,49.0,
- 0:10,49.0,
- 0:09,48.0,
- 0:08,43.0,
- 0:07,41.0,
- 0:06,70.0,
- 0:05,70.0,
- 0:04,70.0,
- 0:03,64.0,
- 0:02,64.0,
- 0:01,71.0,
0:00,71.0,0x0
0:01,70.0,0x2
0:02,87.0,0x2
0:03,87.0,0x2
0:04,87.0,0x2
0:05,86.0,0x2
0:06,86.0,0x2
0:07,86.0,0x2
0:08,84.0,0x2
0:09,84.0,0x2
0:10,83.0,0x2
0:11,84.0,0x2
0:12,85.0,0x2
0:13,85.0,0x2
0:14,86.0,0x2
0:15,86.0,0x2
0:16,86.0,0x2
0:17,85.0,0x2
0:18,85.0,0x2
0:19,85.0,0x2
0:20,84.0,0x2
0:21,84.0,0x2
0:22,84.0,0x2
0:23,85.0,0x2
0:24,85.0,0x2
0:25,86.0,0x2
0:26,86.0,0x2
0:27,86.0,0x2
0:28,86.0,0x2
0:29,85.0,0x2
0:30,85.0,0x2
0:31,84.0,0x2
0:32,84.0,0x2
0:33,84.0,0x2
0:34,84.0,0x2
0:35,84.0,0x2
0:36,84.0,0x2
0:37,84.0,0x2
0:38,85.0,0x2
0:39,85.0,0x2
0:40,85.0,0x2
0:41,85.0,0x2
0:42,85.0,0x2
0:43,86.0,0x2
0:44,86.0,0x2
0:45,86.0,0x2
0:46,86.0,0x2
0:47,86.0,0x2
0:48,85.0,0x2
0:49,86.0,0x2
0:50,86.0,0x2
0:51,86.0,0x2
0:52,86.0,0x2
0:53,86.0,0x2
0:54,86.0,0x2
0:55,86.0,0x2
0:56,86.0,0x2
0:57,86.0,0x2
0:58,86.0,0x2
0:59,85.0,0x2
1:00,85.0,0x2
1:01,85.0,0x2
1:02,85.0,0x2
1:03,85.0,0x2
1:04,85.0,0x2
1:05,85.0,0x2
1:06,85.0,0x2
1:07,84.0,0x2
1:08,84.0,0x2
1:09,83.0,0x2
1:10,83.0,0x2
1:11,83.0,0x2
1:12,84.0,0x2
1:13,85.0,0x2
1:14,85.0,0x2
1:15,85.0,0x2
1:16,86.0,0x2
1:17,86.0,0x2
1:18,86.0,0x2
1:19,86.0,0x2
1:20,85.0,0x2
1:21,86.0,0x2
1:22,86.0,0x2
1:23,86.0,0x2
1:24,87.0,0x2
1:25,87.0,0x2
1:26,87.0,0x2
1:27,86.0,0x2
1:28,86.0,0x2
1:29,86.0,0x2
1:30,86.0,0x2
1:31,87.0,0x2
1:32,87.0,0x2
1:33,88.0,0x2
1:34,88.0,0x2
1:35,87.0,0x2
1:36,87.0,0x2
1:37,87.0,0x2
1:38,87.0,0x2
1:39,87.0,0x2
1:40,87.0,0x2
1:41,87.0,0x2
1:42,87.0,0x2
1:43,87.0,0x2
1:44,88.0,0x2
1:45,88.0,0x2
1:46,87.0,0x2
1:47,87.0,0x2
1:48,86.0,0x2
1:49,85.0,0x2
1:50,85.0,0x2
1:51,84.0,0x2
1:52,85.0,0x2
1:53,85.0,0x2
1:54,86.0,0x2
1:55,87.0,0x2
1:56,87.0,0x2
1:57,87.0,0x2
1:58,87.0,0x2
1:59,87.0,0x2
2:00,86.0,0x2
2:01,86.0,0x2
2:02,86.0,0x2
2:03,87.0,0x2
2:04,88.0,0x2
2:05,88.0,0x2
2:06,89.0,0x2
2:07,90.0,0x2
2:08,91.0,0x2
2:09,92.0,0x2
2:10,92.0,0x2
2:11,91.0,0x2
2:12,90.0,0x2
2:13,89.0,0x2
2:14,88.0,0x2
2:15,87.0,0x2
2:16,87.0,0x2
2:17,87.0,0x2
2:18,86.0,0x2
2:19,86.0,0x2
2:20,86.0,0x2
2:21,86.0,0x2
2:22,86.0,0x2
2:23,86.0,0x2
2:24,86.0,0x2
2:25,87.0,0x2
2:26,88.0,0x2
2:27,89.0,0x2
2:28,90.0,0x2
2:29,90.0,0x2
2:30,89.0,0x2
2:31,89.0,0x2
2:32,89.0,0x2
2:33,88.0,0x2
2:34,88.0,0x2
2:35,87.0,0x2
2:36,87.0,0x2
2:37,86.0,0x2
2:38,86.0,0x2
2:39,85.0,0x2
2:40,84.0,0x2
2:41,84.0,0x2
2:42,83.0,0x2
2:43,83.0,0x2
2:44,82.0,0x2
2:45,81.0,0x2
2:46,81.0,0x2
2:47,81.0,0x2
2:48,81.0,0x2
2:49,81.0,0x2
2:50,81.0,0x2
2:51,81.0,0x2
2:52,81.0,0x2
2:53,81.0,0x2
2:54,81.0,0x2
2:55,80.0,0x2
2:56,80.0,0x2
2:57,80.0,0x2
2:58,80.0,0x2
2:59,80.0,0x2
3:00,80.0,0x2
3:01,81.0,0x2
3:02,81.0,0x2
3:03,81.0,0x2
3:04,80.0,0x2
3:05,80.0,0x2
3:06,78.0,0x2
3:07,78.0,0x2
3:08,78.0,0x2
3:09,79.0,0x2
3:10,79.0,0x2
3:11,80.0,0x2
3:12,80.0,0x2
3:13,80.0,0x2
3:14,80.0,0x2
3:15,79.0,0x2
3:16,79.0,0x2
3:17,80.0,0x2
3:18,81.0,0x2
3:19,82.0,0x2
3:20,83.0,0x2
3:21,83.0,0x2
3:22,83.0,0x2
3:23,81.0,0x2
3:24,80.0,0x2
3:25,79.0,0x2
3:26,79.0,0x2
3:27,78.0,0x2
3:28,78.0,0x2
3:29,79.0,0x2
3:30,80.0,0x2
3:31,81.0,0x2
3:32,81.0,0x2
3:33,81.0,0x2
3:34,81.0,0x2
3:35,81.0,0x2
3:36,81.0,0x2
3:37,81.0,0x2
3:38,80.0,0x2
3:39,80.0,0x2
3:40,79.0,0x2
3:41,79.0,0x2
3:42,79.0,0x2
3:43,79.0,0x2
3:44,80.0,0x2
3:45,81.0,0x2
3:46,82.0,0x2
3:47,82.0,0x2
3:48,83.0,0x2
3:49,84.0,0x2
3:50,84.0,0x2
3:51,84.0,0x2
3:52,84.0,0x2
3:53,85.0,0x2
3:54,84.0,0x2
3:55,83.0,0x2
3:56,82.0,0x2
3:57,82.0,0x2
3:58,81.0,0x2
3:59,81.0,0x2
4:00,81.0,0x2
4:01,81.0,0x2
4:02,81.0,0x2
4:03,80.0,0x2
4:04,79.0,0x2
4:05,78.0,0x2
4:06,77.0,0x2
4:07,78.0,0x2
4:08,78.0,0x2
4:09,79.0,0x2
4:10,79.0,0x2
4:11,80.0,0x2
4:12,80.0,0x2
4:13,80.0,0x2
4:14,80.0,0x2
4:15,80.0,0x2
4:16,81.0,0x2
4:17,81.0,0x2
4:18,82.0,0x2
4:19,83.0,0x2
4:20,83.0,0x2
4:21,83.0,0x2
4:22,83.0,0x2
4:23,83.0,0x2
4:24,82.0,0x2
4:25,83.0,0x2
4:26,83.0,0x2
4:27,84.0,0x2
4:28,86.0,0x2
4:29,87.0,0x2
4:30,87.0,0x2
4:31,87.0,0x2
4:32,85.0,0x2
4:33,85.0,0x2
4:34,84.0,0x2
4:35,84.0,0x2
4:36,84.0,0x2
4:37,84.0,0x2
4:38,84.0,0x2
4:39,84.0,0x2
4:40,85.0,0x2
4:41,85.0,0x2
4:42,85.0,0x2
4:43,84.0,0x2
4:44,84.0,0x2
4:45,83.0,0x2
4:46,83.0,0x2
4:47,84.0,0x2
4:48,84.0,0x2
4:49,84.0,0x2
4:50,84.0,0x2
4:51,84.0,0x2
4:52,83.0,0x2
4:53,83.0,0x2
4:54,82.0,0x2
4:55,82.0,0x2
4:56,82.0,0x2
4:57,82.0,0x2
4:58,82.0,0x2
4:59,82.0,0x2
5:00,82.0,0x2
5:01,81.0,0x2
5:02,81.0,0x2
5:03,82.0,0x2
5:04,82.0,0x2
5:05,82.0,0x2
5:06,82.0,0x2
5:07,81.0,0x2
5:08,81.0,0x2
5:09,81.0,0x2
5:10,81.0,0x2
5:11,81.0,0x2
5:12,81.0,0x2
5:13,82.0,0x2
5:14,82.0,0x2
5:15,82.0,0x2
5:16,82.0,0x2
5:17,82.0,0x2
5:18,82.0,0x2
5:19,82.0,0x2
5:20,82.0,0x2
5:21,81.0,0x2
5:22,81.0,0x2
5:23,80.0,0x2
5:24,79.0,0x2
5:25,78.0,0x2
5:26,79.0,0x2
5:27,79.0,0x2
5:28,79.0,0x2
5:29,81.0,0x2
5:30,82.0,0x2
5:31,83.0,0x2
5:32,84.0,0x2
5:33,84.0,0x2
5:34,83.0,0x2
5:35,83.0,0x2
5:36,82.0,0x2
5:37,82.0,0x2
5:38,82.0,0x2
5:39,82.0,0x2
5:40,82.0,0x2
5:41,83.0,0x2
5:42,83.0,0x2
5:43,83.0,0x2
5:44,84.0,0x2
5:45,84.0,0x2
5:46,85.0,0x2
5:47,85.0,0x2
5:48,86.0,0x2
5:49,86.0,0x2
5:50,86.0,0x2
5:51,85.0,0x2
5:52,85.0,0x2
5:53,85.0,0x2
5:54,85.0,0x2
5:55,83.0,0x2
5:56,83.0,0x2
5:57,81.0,0x2
5:58,81.0,0x2
5:59,80.0,0x2
6:00,80.0,0x2
6:01,80.0,0x2
6:02,80.0,0x2
6:03,80.0,0x2
6:04,80.0,0x2
6:05,81.0,0x2
6:06,80.0,0x2
6:07,80.0,0x2
6:08,80.0,0x2
6:09,79.0,0x2
6:10,79.0,0x2
6:11,79.0,0x2
6:12,78.0,0x2
6:13,78.0,0x2
6:14,78.0,0x2
6:15,79.0,0x2
6:16,78.0,0x2
6:17,77.0,0x2
6:18,77.0,0x2
6:19,77.0,0x2
6:20,77.0,0x2
6:21,76.0,0x2
6:22,77.0,0x2
6:23,79.0,0x2
6:24,79.0,0x2
6:25,80.0,0x2
6:26,81.0,0x2
6:27,81.0,0x2
6:28,81.0,0x2
6:29,79.0,0x2
6:30,78.0,0x2
6:31,77.0,0x2
6:32,76.0,0x2
6:33,75.0,0x2
6:34,75.0,0x2
6:35,76.0,0x2
6:36,77.0,0x2
6:37,78.0,0x2
6:38,79.0,0x2
6:39,80.0,0x2
6:40,80.0,0x2
6:41,80.0,0x2
6:42,80.0,0x2
6:43,80.0,0x2
6:44,80.0,0x2
6:45,80.0,0x2
6:46,80.0,0x2
6:47,79.0,0x2
6:48,79.0,0x2
6:49,79.0,0x2
6:50,80.0,0x2
6:51,82.0,0x2
6:52,82.0,0x2
6:53,84.0,0x2
6:54,85.0,0x2
6:55,85.0,0x2
6:56,84.0,0x2
6:57,84.0,0x2
6:58,83.0,0x2
6:59,83.0,0x2
7:00,82.0,0x2
7:01,82.0,0x2
7:02,82.0,0x2
7:03,83.0,0x2
7:04,83.0,0x2
7:05,83.0,0x2
7:06,83.0,0x2
7:07,82.0,0x2
7:08,81.0,0x2
7:09,81.0,0x2
7:10,81.0,0x2
7:11,82.0,0x2
7:12,82.0,0x2
7:13,86.0,0x2
7:14,87.0,0x2
7:15,87.0,0x2
7:16,87.0,0x2
7:17,85.0,0x2
7:18,84.0,0x2
7:19,84.0,0x2
7:20,82.0,0x2
7:21,82.0,0x2
7:22,82.0,0x2
7:23,83.0,0x2
7:24,83.0,0x2
7:25,83.0,0x2
7:26,83.0,0x2
7:27,82.0,0x2
7:28,82.0,0x2
7:29,81.0,0x2
7:30,80.0,0x2
7:31,79.0,0x2
7:32,80.0,0x2
7:33,80.0,0x2
7:34,81.0,0x2
7:35,81.0,0x2
7:36,81.0,0x2
7:37,80.0,0x2
7:38,79.0,0x2
7:39,77.0,0x2
7:40,77.0,0x2
7:41,77.0,0x2
7:42,78.0,0x2
7:43,78.0,0x2
7:44,79.0,0x2
7:45,80.0,0x2
7:46,80.0,0x2
7:47,81.0,0x2
7:48,81.0,0x2
7:49,81.0,0x2
7:50,80.0,0x2
7:51,79.0,0x2
7:52,78.0,0x2
7:53,77.0,0x2
7:54,77.0,0x2
7:55,77.0,0x2
7:56,77.0,0x2
7:57,77.0,0x2
7:58,78.0,0x2
7:59,77.0,0x2
8:00,76.0,0x2
8:01,76.0,0x2
8:02,76.0,0x2
8:03,76.0,0x2
8:04,76.0,0x2
8:05,78.0,0x2
8:06,79.0,0x2
8:07,80.0,0x2
8:08,81.0,0x2
8:09,83.0,0x2
8:10,83.0,0x2
8:11,82.0,0x2
8:12,81.0,0x2
8:13,80.0,0x2
8:14,79.0,0x2
8:15,79.0,0x2
8:16,79.0,0x2
8:17,80.0,0x2
8:18,80.0,0x2
8:19,79.0,0x2
8:20,79.0,0x2
8:21,77.0,0x2
8:22,75.0,0x2
8:23,75.0,0x2
8:24,75.0,0x2
8:25,75.0,0x2
8:26,77.0,0x2
8:27,78.0,0x2
8:28,79.0,0x2
8:29,80.0,0x2
8:30,80.0,0x2
8:31,78.0,0x2
8:32,77.0,0x2
8:33,76.0,0x2
8:34,76.0,0x2
8:35,75.0,0x2
8:36,76.0,0x2
8:37,76.0,0x2
8:38,77.0,0x2
8:39,77.0,0x2
8:40,76.0,0x2
8:41,75.0,0x2
8:42,74.0,0x2
8:43,74.0,0x2
8:44,73.0,0x2
8:45,73.0,0x2
8:46,74.0,0x2
8:47,74.0,0x2
8:48,75.0,0x2
8:49,75.0,0x2
8:50,75.0,0x2
8:51,75.0,0x2
8:52,74.0,0x2
8:53,74.0,0x2
8:54,74.0,0x2
8:55,74.0,0x2
8:56,74.0,0x2
8:57,75.0,0x2
8:58,75.0,0x2
8:59,75.0,0x2
9:00,75.0,0x2
9:01,75.0,0x2
9:02,74.0,0x2
9:03,75.0,0x2
9:04,75.0,0x2
9:05,75.0,0x2
9:06,76.0,0x2
9:07,76.0,0x2
9:08,77.0,0x2
9:09,77.0,0x2
9:10,77.0,0x2
9:11,77.0,0x2
9:12,78.0,0x2
9:13,78.0,0x2
9:14,78.0,0x2
9:15,79.0,0x2
9:16,79.0,0x2
9:17,79.0,0x2
9:18,79.0,0x2
9:19,79.0,0x2
9:20,80.0,0x2
9:21,80.0,0x2
9:22,82.0,0x2
9:23,82.0,0x2
9:24,83.0,0x2
9:25,83.0,0x2
9:26,84.0,0x2
9:27,85.0,0x2
9:28,85.0,0x2
9:29,85.0,0x2
9:30,85.0,0x2
9:31,84.0,0x2
9:32,83.0,0x2
9:33,82.0,0x2
9:34,82.0,0x2
9:35,82.0,0x2
9:36,82.0,0x2
9:37,82.0,0x2
9:38,82.0,0x2
9:39,82.0,0x2
9:40,81.0,0x2
9:41,81.0,0x2
9:42,81.0,0x2
9:43,81.0,0x2
9:44,81.0,0x2
9:45,81.0,0x2
9:46,81.0,0x2
9:47,82.0,0x2
9:48,82.0,0x2
9:49,81.0,0x2
9:50,81.0,0x2
9:51,81.0,0x2
9:52,81.0,0x2
9:53,80.0,0x2
9:54,80.0,0x2
9:55,80.0,0x2
9:56,80.0,0x2
9:57,80.0,0x2
9:58,80.0,0x2
9:59,80.0,0x2
10:00,81.0,0x2
10:01,81.0,0x2
10:02,81.0,0x2
10:03,82.0,0x2
10:04,82.0,0x2
10:05,83.0,0x2
10:06,84.0,0x2
10:07,85.0,0x2
10:08,85.0,0x2
10:09,85.0,0x2
10:10,85.0,0x2
10:11,85.0,0x2
10:12,85.0,0x2
10:13,86.0,0x2
10:14,86.0,0x2
10:15,87.0,0x2
10:16,87.0,0x2
10:17,87.0,0x2
10:18,86.0,0x2
10:19,85.0,0x2
10:20,85.0,0x2
10:21,85.0,0x2
10:22,85.0,0x2
10:23,85.0,0x2
10:24,86.0,0x2
10:25,85.0,0x2
10:26,86.0,0x2
10:27,86.0,0x2
10:28,86.0,0x2
10:29,86.0,0x2
10:30,87.0,0x2
10:31,87.0,0x2
10:32,87.0,0x2
10:33,86.0,0x2
10:34,86.0,0x2
10:35,86.0,0x2
10:36,85.0,0x2
10:37,85.0,0x2
10:38,85.0,0x2
10:39,85.0,0x2
10:40,85.0,0x2
10:41,84.0,0x2
10:42,83.0,0x2
10:43,83.0,0x2
10:44,82.0,0x2
10:45,82.0,0x2
10:46,82.0,0x2
10:47,82.0,0x2
10:48,82.0,0x2
10:49,83.0,0x2
10:50,84.0,0x2
10:51,84.0,0x2
10:52,84.0,0x2
10:53,84.0,0x2
10:54,84.0,0x2
10:55,84.0,0x2
10:56,84.0,0x2
10:57,84.0,0x2
10:58,84.0,0x2
10:59,84.0,0x2
11:00,84.0,0x2
11:01,83.0,0x2
11:02,83.0,0x2
11:03,82.0,0x2
11:04,82.0,0x2
11:05,82.0,0x2
11:06,81.0,0x2
11:07,80.0,0x2
11:08,80.0,0x2
11:09,79.0,0x2
11:10,79.0,0x2
11:11,77.0,0x2
11:12,78.0,0x2
11:13,78.0,0x2
11:14,78.0,0x2
11:15,79.0,0x2
11:16,80.0,0x2
11:17,80.0,0x2
11:18,80.0,0x2
11:19,80.0,0x2
11:20,79.0,0x2
11:21,79.0,0x2
11:22,78.0,0x2
11:23,79.0,0x2
11:24,80.0,0x2
11:25,81.0,0x2
11:26,81.0,0x2
11:27,82.0,0x2
11:28,82.0,0x2
11:29,82.0,0x2
11:30,82.0,0x2
11:31,81.0,0x2
11:32,81.0,0x2
11:33,81.0,0x2
11:34,81.0,0x2
11:35,81.0,0x2
11:36,81.0,0x2
11:37,82.0,0x2
11:38,82.0,0x2
11:39,82.0,0x2
11:40,82.0,0x2
11:41,81.0,0x2
11:42,82.0,0x2
11:43,82.0,0x2
11:44,82.0,0x2
11:45,82.0,0x2
11:46,83.0,0x2
11:47,83.0,0x2
11:48,83.0,0x2
11:49,82.0,0x2
11:50,82.0,0x2
11:51,81.0,0x2
11:52,81.0,0x2
11:53,80.0,0x2
11:54,80.0,0x2
11:55,80.0,0x2
11:56,80.0,0x2
11:57,81.0,0x2
11:58,81.0,0x2
11:59,82.0,0x2
12:00,82.0,0x2
12:01,83.0,0x2
12:02,83.0,0x2
12:03,84.0,0x2
12:04,84.0,0x2
12:05,84.0,0x2
12:06,84.0,0x2
12:07,85.0,0x2
12:08,85.0,0x2
12:09,85.0,0x2
12:10,85.0,0x2
12:11,86.0,0x2
12:12,86.0,0x2
12:13,86.0,0x2
12:14,86.0,0x2
12:15,87.0,0x2
12:16,87.0,0x2
12:17,87.0,0x2
12:18,87.0,0x2
12:19,87.0,0x2
12:20,87.0,0x2
12:21,87.0,0x2
12:22,87.0,0x2
12:23,87.0,0x2
12:24,87.0,0x2
12:25,86.0,0x2
12:26,86.0,0x2
12:27,86.0,0x2
12:28,86.0,0x2
12:29,85.0,0x2
12:30,85.0,0x2
12:31,85.0,0x2
12:32,85.0,0x2
12:33,85.0,0x2
12:34,86.0,0x2
12:35,87.0,0x2
12:36,87.0,0x2
12:37,88.0,0x2
12:38,90.0,0x2
12:39,90.0,0x2
12:40,91.0,0x2
12:41,91.0,0x2
12:42,92.0,0x2
12:43,92.0,0x2
12:44,91.0,0x2
12:45,91.0,0x2
12:46,88.0,0x2
12:47,87.0,0x2
12:48,87.0,0x2
12:49,86.0,0x2
12:50,85.0,0x2
12:51,85.0,0x2
12:52,84.0,0x2
12:53,84.0,0x2
12:54,84.0,0x2
12:55,83.0,0x2
12:56,83.0,0x2
12:57,83.0,0x2
12:58,83.0,0x2
12:59,83.0,0x2
13:00,84.0,0x2
13:01,85.0,0x2
13:02,85.0,0x2
13:03,85.0,0x2
13:04,86.0,0x2
13:05,86.0,0x2
13:06,85.0,0x2
13:07,85.0,0x2
13:08,84.0,0x2
13:09,83.0,0x2
13:10,83.0,0x2
13:11,82.0,0x2
13:12,81.0,0x2
13:13,81.0,0x2
13:14,81.0,0x2
13:15,80.0,0x2
13:16,80.0,0x2
13:17,80.0,0x2
13:18,80.0,0x2
13:19,80.0,0x2
13:20,81.0,0x2
13:21,82.0,0x2
13:22,83.0,0x2
13:23,83.0,0x2
13:24,83.0,0x2
13:25,83.0,0x2
13:26,82.0,0x2
13:27,81.0,0x2
13:28,80.0,0x2
13:29,79.0,0x2
13:30,77.0,0x2
13:31,77.0,0x2
13:32,77.0,0x2
13:33,78.0,0x2
13:34,78.0,0x2
13:35,78.0,0x2
13:36,78.0,0x2
13:37,78.0,0x2
13:38,79.0,0x2
13:39,79.0,0x2
13:40,79.0,0x2
13:41,79.0,0x2
13:42,79.0,0x2
13:43,79.0,0x2
13:44,80.0,0x2
13:45,80.0,0x2
13:46,79.0,0x2
13:47,79.0,0x2
13:48,79.0,0x2
13:49,79.0,0x2
13:50,79.0,0x2
13:51,79.0,0x2
13:52,78.0,0x2
13:53,78.0,0x2
13:54,78.0,0x2
13:55,77.0,0x2
13:56,77.0,0x2
13:57,77.0,0x2
13:58,78.0,0x2
13:59,78.0,0x2
14:00,78.0,0x2
14:01,78.0,0x2
14:02,78.0,0x2
14:03,77.0,0x2
14:04,77.0,0x2
14:05,77.0,0x2
14:06,77.0,0x2
14:07,78.0,0x2
14:08,78.0,0x2
14:09,80.0,0x2
14:10,80.0,0x2
14:11,80.0,0x2
14:12,79.0,0x2
14:13,78.0,0x2
14:14,79.0,0x2
14:15,79.0,0x2
14:16,79.0,0x2
14:17,80.0,0x2
14:18,80.0,0x2
14:19,80.0,0x2
14:20,81.0,0x2
14:21,81.0,0x2
14:22,81.0,0x2
14:23,80.0,0x2
14:24,80.0,0x2
14:25,79.0,0x2
14:26,80.0,0x2
14:27,80.0,0x2
14:28,79.0,0x2
14:29,80.0,0x2
14:30,82.0,0x2
14:31,83.0,0x2
14:32,84.0,0x2
14:33,85.0,0x2
14:34,86.0,0x2
14:35,84.0,0x2
14:36,82.0,0x2
14:37,80.0,0x2
14:38,79.0,0x2
14:39,77.0,0x2
14:40,77.0,0x2
14:41,77.0,0x2
14:42,77.0,0x2
14:43,78.0,0x2
14:44,79.0,0x2
14:45,79.0,0x2
14:46,79.0,0x2
14:47,79.0,0x2
14:48,78.0,0x2
14:49,78.0,0x2
14:50,78.0,0x2
14:51,78.0,0x2
14:52,78.0,0x2
14:53,78.0,0x2
14:54,78.0,0x2
14:55,79.0,0x2
14:56,79.0,0x2
14:57,79.0,0x2
14:58,79.0,0x2
14:59,79.0,0x2
15:00,79.0,0x2
15:01,78.0,0x2
15:02,77.0,0x2
15:03,76.0,0x2
15:04,77.0,0x2
15:05,78.0,0x2
15:06,78.0,0x2
15:07,79.0,0x2
15:08,79.0,0x2
15:09,80.0,0x2
15:10,79.0,0x2
15:11,79.0,0x2
15:12,79.0,0x2
15:13,79.0,0x2
15:14,79.0,0x2
15:15,79.0,0x2
15:16,80.0,0x2
15:17,80.0,0x2
15:18,80.0,0x2
15:19,79.0,0x2
15:20,79.0,0x2
15:21,78.0,0x2
15:22,77.0,0x2
15:23,77.0,0x2
15:24,78.0,0x2
15:25,78.0,0x2
15:26,80.0,0x2
15:27,81.0,0x2
15:28,81.0,0x2
15:29,81.0,0x2
15:30,81.0,0x2
15:31,82.0,0x2
15:32,82.0,0x2
15:33,82.0,0x2
15:34,82.0,0x2
15:35,81.0,0x2
15:36,81.0,0x2
15:37,81.0,0x2
15:38,81.0,0x2
15:39,81.0,0x2
15:40,80.0,0x2
15:41,80.0,0x2
15:42,79.0,0x2
15:43,79.0,0x2
15:44,79.0,0x2
15:45,80.0,0x2
15:46,80.0,0x2
15:47,80.0,0x2
15:48,80.0,0x2
15:49,80.0,0x2
15:50,80.0,0x2
15:51,80.0,0x2
15:52,80.0,0x2
15:53,80.0,0x2
15:54,81.0,0x2
15:55,81.0,0x2
15:56,81.0,0x2
15:57,82.0,0x2
15:58,82.0,0x2
15:59,82.0,0x2
16:00,82.0,0x2
16:01,81.0,0x2
16:02,81.0,0x2
16:03,81.0,0x2
16:04,81.0,0x2
16:05,81.0,0x2
16:06,81.0,0x2
16:07,81.0,0x2
16:08,82.0,0x2
16:09,82.0,0x2
16:10,82.0,0x2
16:11,82.0,0x2
16:12,82.0,0x2
16:13,82.0,0x2
16:14,82.0,0x2
16:15,82.0,0x2
16:16,82.0,0x2
16:17,82.0,0x2
16:18,82.0,0x2
16:19,81.0,0x2
16:20,82.0,0x2
16:21,81.0,0x2
16:22,81.0,0x2
16:23,82.0,0x2
16:24,82.0,0x2
16:25,82.0,0x2
16:26,82.0,0x2
16:27,83.0,0x2
16:28,83.0,0x2
16:29,83.0,0x2
16:30,82.0,0x2
16:31,82.0,0x2
16:32,81.0,0x2
16:33,81.0,0x2
16:34,81.0,0x2
16:35,81.0,0x2
16:36,83.0,0x2
16:37,84.0,0x2
16:38,84.0,0x2
